Date,AveragePrice,Total_Volume,4046,4225,4770,Total_Bags,type,region
2015-05-31,2.02,106454.49,37259.07,37259.07,5322.72,26613.62,organic,SouthCentral
2015-06-07,1.16,2638304.96,923406.74,923406.74,131915.25,659576.24,conventional,California
2015-06-07,1.72,108599.4,38009.79,38009.79,5429.97,27149.85,organic,California
2015-06-07,1.07,3050125.28,1067543.85,1067543.85,152506.26,762531.32,conventional,West
2015-06-07,1.93,109032.95,38161.53,38161.53,5451.65,27258.24,organic,West
2015-06-07,1.31,1919065.87,671673.05,671673.05,95953.29,479766.47,conventional,Northeast
2015-06-07,1.5,120218.54,42076.49,42076.49,6010.93,30054.63,organic,Northeast
2015-06-07,1.16,2277506.49,797127.27,797127.27,113875.32,569376.62,conventional,Southeast
2015-06-07,1.4,141276.07,49446.62,49446.62,7063.8,35319.02,organic,Southeast
2015-06-07,1.13,1981610.06,693563.52,693563.52,99080.5,495402.52,conventional,Great_Lakes
2015-06-07,1.5,88732.73,31056.45,31056.45,4436.64,22183.18,organic,Great_Lakes
2015-06-07,1.23,1549438.16,542303.36,542303.36,77471.91,387359.54,conventional,MidSouth
2015-06-07,1.46,79966.31,27988.21,27988.21,3998.32,19991.58,organic,MidSouth
2015-06-07,1.12,3485543.74,1219940.31,1219940.31,174277.19,871385.94,conventional,SouthCentral
2015-06-07,1.61,117817.35,41236.07,41236.07,5890.87,29454.34,organic,SouthCentral
2015-06-14,1.13,2532210.67,886273.74,886273.74,126610.53,633052.67,conventional,California
2015-06-14,1.25,171733.45,60106.71,60106.71,8586.67,42933.36,organic,California
2015-06-14,1.13,2913927.8,1019874.73,1019874.73,145696.39,728481.95,conventional,West
2015-06-14,1.93,107084.7,37479.64,37479.64,5354.23,26771.17,organic,West
2015-06-14,1.12,2216587.96,775805.78,775805.78,110829.4,554146.99,conventional,Northeast
2015-06-14,2.04,77562.52,27146.88,27146.88,3878.13,19390.63,organic,Northeast
2015-06-14,1.15,2092051.49,732218.02,732218.02,104602.57,523012.87,conventional,Southeast
2015-06-14,1.68,90554.07,31693.93,31693.93,4527.7,22638.52,organic,Southeast
2015-06-14,1.09,2056449.87,719757.46,719757.46,102822.49,514112.47,conventional,Great_Lakes
2015-06-14,1.65,86182.14,30163.75,30163.75,4309.11,21545.54,organic,Great_Lakes
2015-06-14,1.08,1834822.9,642188.01,642188.01,91741.14,458705.72,conventional,MidSouth
2015-06-14,1.61,90884.47,31809.56,31809.56,4544.22,22721.12,organic,MidSouth
2015-06-14,0.88,4450115.47,1557540.42,1557540.42,222505.77,1112528.87,conventional,SouthCentral
2015-06-14,1.84,91406.91,31992.42,31992.42,4570.35,22851.73,organic,SouthCentral
2015-06-21,1.12,2539607.41,888862.59,888862.59,126980.37,634901.85,conventional,California
2015-06-21,1.44,128646.3,45026.2,45026.2,6432.31,32161.57,organic,California
2015-06-21,1.04,3509867.67,1228453.68,1228453.68,175493.38,877466.92,conventional,West
2015-06-21,1.79,121354.35,42474.02,42474.02,6067.72,30338.59,organic,West
2015-06-21,1.22,1990753.43,696763.7,696763.7,99537.67,497688.36,conventional,Northeast
2015-06-21,1.57,119427.27,41799.55,41799.55,5971.36,29856.82,organic,Northeast
2015-06-21,1.03,2557602.78,895160.97,895160.97,127880.14,639400.7,conventional,Southeast
2015-06-21,1.61,93954.19,32883.97,32883.97,4697.71,23488.55,organic,Southeast
2015-06-21,1.22,1937355.28,678074.35,678074.35,96867.76,484338.82,conventional,Great_Lakes
2015-06-21,1.6,106944.91,37430.72,37430.72,5347.25,26736.23,organic,Great_Lakes
2015-06-21,1.04,1995954.07,698583.92,698583.92,99797.7,498988.52,conventional,MidSouth
2015-06-21,1.74,67645.7,23676.0,23676.0,3382.29,16911.43,organic,MidSouth
2015-06-21,1.18,2567712.86,898699.5,898699.5,128385.64,641928.22,conventional,SouthCentral
2015-06-21,1.79,114909.65,40218.38,40218.38,5745.48,28727.41,organic,SouthCentral
2015-06-28,1.1,2903683.59,1016289.26,1016289.26,145184.18,725920.9,conventional,California
2015-06-28,1.54,108623.7,38018.3,38018.3,5431.19,27155.93,organic,California
2015-06-28,0.99,3382889.99,1184011.5,1184011.5,169144.5,845722.5,conventional,West
2015-06-28,1.46,173317.41,60661.09,60661.09,8665.87,43329.35,organic,West
2015-06-28,0.94,3456579.39,1209802.79,1209802.79,172828.97,864144.85,conventional,Northeast
2015-06-28,1.68,101728.68,35605.04,35605.04,5086.43,25432.17,organic,Northeast
2015-06-28,1.1,2302968.14,806038.85,806038.85,115148.41,575742.04,conventional,Southeast
2015-06-28,1.64,105913.79,37069.83,37069.83,5295.69,26478.45,organic,Southeast
2015-06-28,1.16,2014630.21,705120.57,705120.57,100731.51,503657.55,conventional,Great_Lakes
2015-06-28,1.6,94732.71,33156.45,33156.45,4736.64,23683.18,organic,Great_Lakes
2015-06-28,1.18,1417102.76,495985.97,495985.97,70855.14,354275.69,conventional,MidSouth
2015-06-28,1.45,98934.82,34627.19,34627.19,4946.74,24733.71,organic,MidSouth
2015-06-28,1.17,2843131.72,995096.1,995096.1,142156.59,710782.93,conventional,SouthCentral
2015-06-28,1.65,136438.4,47753.44,47753.44,6821.92,34109.6,organic,SouthCentral
2015-07-05,1.1,2325127.73,813794.71,813794.71,116256.39,581281.93,conventional,California
2015-07-05,1.68,92499.75,32374.91,32374.91,4624.99,23124.94,organic,California
2015-07-05,1.19,2076480.43,726768.15,726768.15,103824.02,519120.11,conventional,West
2015-07-05,1.8,102427.54,35849.64,35849.64,5121.38,25606.88,organic,West
2015-07-05,1.18,2288843.51,801095.23,801095.23,114442.18,572210.88,conventional,Northeast
2015-07-05,1.9,87573.8,30650.83,30650.83,4378.69,21893.45,organic,Northeast
2015-07-05,0.97,2179979.49,762992.82,762992.82,108998.97,544994.87,conventional,Southeast
2015-07-05,1.56,95537.62,33438.17,33438.17,4776.88,23884.4,organic,Southeast
2015-07-05,1.2,1664804.36,582681.53,582681.53,83240.22,416201.09,conventional,Great_Lakes
2015-07-05,1.68,75760.59,26516.21,26516.21,3788.03,18940.15,organic,Great_Lakes
2015-07-05,1.09,1486244.07,520185.42,520185.42,74312.2,371561.02,conventional,MidSouth
2015-07-05,1.51,69572.9,24350.51,24350.51,3478.64,17393.22,organic,MidSouth
2015-07-05,1.05,3304337.93,1156518.27,1156518.27,165216.9,826084.48,conventional,SouthCentral
2015-07-05,1.51,182052.95,63718.53,63718.53,9102.65,45513.24,organic,SouthCentral
2015-07-12,1.2,2243937.06,785377.97,785377.97,112196.85,560984.26,conventional,California
2015-07-12,1.52,126901.78,44415.62,44415.62,6345.09,31725.45,organic,California
2015-07-12,1.09,2676305.3,936706.85,936706.85,133815.26,669076.32,conventional,West
2015-07-12,2.03,80849.88,28297.46,28297.46,4042.49,20212.47,organic,West
2015-07-12,1.26,1825101.16,638785.41,638785.41,91255.06,456275.29,conventional,Northeast
2015-07-12,1.64,117258.44,41040.45,41040.45,5862.92,29314.61,organic,Northeast
2015-07-12,1.09,2407765.98,842718.09,842718.09,120388.3,601941.5,conventional,Southeast
2015-07-12,1.76,75144.46,26300.56,26300.56,3757.22,18786.11,organic,Southeast
2015-07-12,1.21,1884556.79,659594.88,659594.88,94227.84,471139.2,conventional,Great_Lakes
2015-07-12,1.74,65947.97,23081.79,23081.79,3297.4,16486.99,organic,Great_Lakes
2015-07-12,1.08,1652563.43,578397.2,578397.2,82628.17,413140.86,conventional,MidSouth
2015-07-12,1.64,75061.0,26271.35,26271.35,3753.05,18765.25,organic,MidSouth
2015-07-12,1.17,2396726.47,838854.27,838854.27,119836.32,599181.62,conventional,SouthCentral
2015-07-12,1.71,123439.9,43203.96,43203.96,6171.99,30859.97,organic,SouthCentral
2015-07-19,1.21,2394078.87,837927.61,837927.61,119703.94,598519.72,conventional,California
2015-07-19,1.78,98279.96,34397.99,34397.99,4914.0,24569.99,organic,California
2015-07-19,1.14,2192977.12,767541.99,767541.99,109648.86,548244.28,conventional,West
2015-07-19,1.71,107700.32,37695.11,37695.11,5385.02,26925.08,organic,West
2015-07-19,1.18,1907205.9,667522.06,667522.06,95360.29,476801.47,conventional,Northeast
2015-07-19,1.49,126850.62,44397.72,44397.72,6342.53,31712.65,organic,Northeast
2015-07-19,1.15,2059480.37,720818.13,720818.13,102974.02,514870.09,conventional,Southeast
2015-07-19,1.65,87209.38,30523.28,30523.28,4360.47,21802.34,organic,Southeast
2015-07-19,1.24,1621709.9,567598.46,567598.46,81085.49,405427.47,conventional,Great_Lakes
2015-07-19,1.66,78971.97,27640.19,27640.19,3948.6,19742.99,organic,Great_Lakes
2015-07-19,1.11,1590252.18,556588.26,556588.26,79512.61,397563.05,conventional,MidSouth
2015-07-19,1.68,64598.12,22609.34,22609.34,3229.91,16149.53,organic,MidSouth
2015-07-19,1.28,2223285.2,778149.82,778149.82,111164.26,555821.3,conventional,SouthCentral
2015-07-19,1.62,119988.21,41995.87,41995.87,5999.41,29997.05,organic,SouthCentral
2015-07-26,1.29,2041180.88,714413.31,714413.31,102059.04,510295.22,conventional,California
2015-07-26,1.8,78922.48,27622.87,27622.87,3946.12,19730.62,organic,California
2015-07-26,1.18,2593379.9,907682.96,907682.96,129668.99,648344.97,conventional,West
2015-07-26,1.66,122906.29,43017.2,43017.2,6145.31,30726.57,organic,West
2015-07-26,1.1,2578567.7,902498.69,902498.69,128928.38,644641.92,conventional,Northeast
2015-07-26,1.99,70920.45,24822.16,24822.16,3546.02,17730.11,organic,Northeast
2015-07-26,1.11,2291678.73,802087.56,802087.56,114583.94,572919.68,conventional,Southeast
2015-07-26,1.89,67737.4,23708.09,23708.09,3386.87,16934.35,organic,Southeast
2015-07-26,1.11,1909401.36,668290.48,668290.48,95470.07,477350.34,conventional,Great_Lakes
2015-07-26,1.45,92948.85,32532.1,32532.1,4647.44,23237.21,organic,Great_Lakes
2015-07-26,1.05,1637658.0,573180.3,573180.3,81882.9,409414.5,conventional,MidSouth
2015-07-26,1.64,71823.24,25138.13,25138.13,3591.16,17955.81,organic,MidSouth
2015-07-26,1.31,2142838.53,749993.48,749993.48,107141.93,535709.63,conventional,SouthCentral
2015-07-26,1.8,105183.89,36814.36,36814.36,5259.19,26295.97,organic,SouthCentral
2015-08-02,1.15,2325958.0,814085.3,814085.3,116297.9,581489.5,conventional,California
2015-08-02,1.48,120307.73,42107.71,42107.71,6015.39,30076.93,organic,California
2015-08-02,1.17,2388654.0,836028.9,836028.9,119432.7,597163.5,conventional,West
2015-08-02,1.69,129214.05,45224.92,45224.92,6460.7,32303.51,organic,West
2015-08-02,1.09,2105602.23,736960.78,736960.78,105280.11,526400.56,conventional,Northeast
2015-08-02,1.56,94941.36,33229.47,33229.47,4747.07,23735.34,organic,Northeast
2015-08-02,1.09,2157247.94,755036.78,755036.78,107862.4,539311.99,conventional,Southeast
2015-08-02,1.86,64634.49,22622.07,22622.07,3231.72,16158.62,organic,Southeast
2015-08-02,1.07,2000191.14,700066.9,700066.9,100009.56,500047.78,conventional,Great_Lakes
2015-08-02,1.57,90715.95,31750.58,31750.58,4535.8,22678.99,organic,Great_Lakes
2015-08-02,1.17,1266388.57,443236.0,443236.0,63319.43,316597.14,conventional,MidSouth
2015-08-02,1.88,64522.07,22582.72,22582.72,3226.1,16130.52,organic,MidSouth
2015-08-02,1.09,2654723.93,929153.37,929153.37,132736.2,663680.98,conventional,SouthCentral
2015-08-02,1.69,114369.81,40029.43,40029.43,5718.49,28592.45,organic,SouthCentral
2015-08-09,1.22,2401199.28,840419.75,840419.75,120059.96,600299.82,conventional,California
2015-08-09,1.62,93206.75,32622.36,32622.36,4660.34,23301.69,organic,California
2015-08-09,1.01,2587080.7,905478.25,905478.25,129354.04,646770.18,conventional,West
2015-08-09,1.65,126323.1,44213.09,44213.09,6316.16,31580.78,organic,West
2015-08-09,1.1,2206121.74,772142.61,772142.61,110306.09,551530.44,conventional,Northeast
2015-08-09,1.65,103794.41,36328.04,36328.04,5189.72,25948.6,organic,Northeast
2015-08-09,1.4,1365713.57,477999.75,477999.75,68285.68,341428.39,conventional,Southeast
2015-08-09,1.58,97581.81,34153.63,34153.63,4879.09,24395.45,organic,Southeast
2015-08-09,1.22,1891456.18,662009.66,662009.66,94572.81,472864.04,conventional,Great_Lakes
2015-08-09,1.74,70362.94,24627.03,24627.03,3518.15,17590.73,organic,Great_Lakes
2015-08-09,1.21,1499875.78,524956.52,524956.52,74993.79,374968.94,conventional,MidSouth
2015-08-09,1.77,62033.77,21711.82,21711.82,3101.69,15508.44,organic,MidSouth
2015-08-09,1.26,2513247.94,879636.78,879636.78,125662.4,628311.98,conventional,SouthCentral
2015-08-09,1.86,102699.18,35944.71,35944.71,5134.96,25674.79,organic,SouthCentral
2015-08-16,1.13,2258709.73,790548.4,790548.4,112935.49,564677.43,conventional,California
2015-08-16,1.83,77673.94,27185.88,27185.88,3883.7,19418.49,organic,California
2015-08-16,1.19,2177953.16,762283.61,762283.61,108897.66,544488.29,conventional,West
2015-08-16,1.65,118960.74,41636.26,41636.26,5948.04,29740.19,organic,West
2015-08-16,1.17,2011497.48,704024.12,704024.12,100574.87,502874.37,conventional,Northeast
2015-08-16,1.45,120770.96,42269.83,42269.83,6038.55,30192.74,organic,Northeast
2015-08-16,1.21,2028373.38,709930.68,709930.68,101418.67,507093.34,conventional,Southeast
2015-08-16,1.6,87574.17,30650.96,30650.96,4378.71,21893.54,organic,Southeast
2015-08-16,1.17,1936716.23,677850.68,677850.68,96835.81,484179.06,conventional,Great_Lakes
2015-08-16,1.64,82116.14,28740.65,28740.65,4105.81,20529.03,organic,Great_Lakes
2015-08-16,1.21,1390736.5,486757.77,486757.77,69536.82,347684.12,conventional,MidSouth
2015-08-16,1.58,71265.73,24943.0,24943.0,3563.29,17816.43,organic,MidSouth
2015-08-16,1.26,2106903.26,737416.14,737416.14,105345.16,526725.82,conventional,SouthCentral
2015-08-16,1.67,105260.64,36841.22,36841.22,5263.03,26315.16,organic,SouthCentral
2015-08-23,1.27,1714844.37,600195.53,600195.53,85742.22,428711.09,conventional,California
2015-08-23,1.57,110638.35,38723.42,38723.42,5531.92,27659.59,organic,California
2015-08-23,1.31,1982778.98,693972.64,693972.64,99138.95,495694.74,conventional,West
2015-08-23,1.57,137093.77,47982.82,47982.82,6854.69,34273.44,organic,West
2015-08-23,1.01,2030093.8,710532.83,710532.83,101504.69,507523.45,conventional,Northeast
2015-08-23,1.72,82458.34,28860.42,28860.42,4122.92,20614.59,organic,Northeast
2015-08-23,1.05,2171352.63,759973.42,759973.42,108567.63,542838.16,conventional,Southeast
2015-08-23,1.69,75091.89,26282.16,26282.16,3754.59,18772.97,organic,Southeast
2015-08-23,1.02,2179181.13,762713.4,762713.4,108959.06,544795.28,conventional,Great_Lakes
2015-08-23,1.75,71601.86,25060.65,25060.65,3580.09,17900.47,organic,Great_Lakes
2015-08-23,1.33,1113535.07,389737.27,389737.27,55676.75,278383.77,conventional,MidSouth
2015-08-23,1.42,76677.59,26837.16,26837.16,3833.88,19169.4,organic,MidSouth
2015-08-23,1.15,2620436.83,917152.89,917152.89,131021.84,655109.21,conventional,SouthCentral
2015-08-23,1.61,123093.3,43082.65,43082.65,6154.66,30773.32,organic,SouthCentral
2015-08-30,1.02,2841363.18,994477.11,994477.11,142068.16,710340.79,conventional,California
2015-08-30,1.64,111419.07,38996.68,38996.68,5570.95,27854.77,organic,California
2015-08-30,1.18,2337609.19,818163.22,818163.22,116880.46,584402.3,conventional,West
2015-08-30,1.74,101888.96,35661.14,35661.14,5094.45,25472.24,organic,West
2015-08-30,1.21,2125737.76,744008.22,744008.22,106286.89,531434.44,conventional,Northeast
2015-08-30,1.68,96127.0,33644.45,33644.45,4806.35,24031.75,organic,Northeast
2015-08-30,1.14,2069771.69,724420.09,724420.09,103488.58,517442.92,conventional,Southeast
2015-08-30,1.55,108125.21,37843.83,37843.83,5406.26,27031.3,organic,Southeast
2015-08-30,1.15,1570706.35,549747.22,549747.22,78535.32,392676.59,conventional,Great_Lakes
2015-08-30,1.67,72363.93,25327.37,25327.37,3618.2,18090.98,organic,Great_Lakes
2015-08-30,1.23,1269844.44,444445.55,444445.55,63492.22,317461.11,conventional,MidSouth
2015-08-30,1.58,57859.45,20250.81,20250.81,2892.97,14464.86,organic,MidSouth
2015-08-30,1.1,2214785.07,775174.78,775174.78,110739.25,553696.27,conventional,SouthCentral
2015-08-30,1.41,156605.28,54811.85,54811.85,7830.26,39151.32,organic,SouthCentral
2015-09-06,1.23,2039706.98,713897.44,713897.44,101985.35,509926.74,conventional,California
2015-09-06,1.5,109969.8,38489.43,38489.43,5498.49,27492.45,organic,California
2015-09-06,1.15,2082672.49,728935.37,728935.37,104133.62,520668.12,conventional,West
2015-09-06,1.88,92487.55,32370.64,32370.64,4624.38,23121.89,organic,West
2015-09-06,1.13,2051970.42,718189.65,718189.65,102598.52,512992.61,conventional,Northeast
2015-09-06,1.68,71210.53,24923.68,24923.68,3560.53,17802.63,organic,Northeast
2015-09-06,1.13,1736151.15,607652.9,607652.9,86807.56,434037.79,conventional,Southeast
2015-09-06,1.5,89993.17,31497.61,31497.61,4499.66,22498.29,organic,Southeast
2015-09-06,1.33,1503748.53,526311.98,526311.98,75187.43,375937.13,conventional,Great_Lakes
2015-09-06,1.56,88327.8,30914.73,30914.73,4416.39,22081.95,organic,Great_Lakes
2015-09-06,1.29,1331569.91,466049.47,466049.47,66578.5,332892.48,conventional,MidSouth
2015-09-06,1.66,59661.61,20881.56,20881.56,2983.08,14915.4,organic,MidSouth
2015-09-06,1.22,2394899.69,838214.89,838214.89,119744.98,598724.92,conventional,SouthCentral
2015-09-06,1.78,106406.46,37242.26,37242.26,5320.32,26601.61,organic,SouthCentral
2015-09-13,1.25,1839326.79,643764.38,643764.38,91966.34,459831.7,conventional,California
2015-09-13,1.85,82850.79,28997.78,28997.78,4142.54,20712.7,organic,California
2015-09-13,1.36,1756664.55,614832.59,614832.59,87833.23,439166.14,conventional,West
2015-09-13,1.91,84056.14,29419.65,29419.65,4202.81,21014.03,organic,West
2015-09-13,1.08,2067991.84,723797.15,723797.15,103399.59,516997.96,conventional,Northeast
2015-09-13,1.6,97975.09,34291.28,34291.28,4898.75,24493.77,organic,Northeast
2015-09-13,1.2,1612196.31,564268.71,564268.71,80609.82,403049.08,conventional,Southeast
2015-09-13,1.65,99702.16,34895.75,34895.75,4985.11,24925.54,organic,Southeast
2015-09-13,1.32,1489157.45,521205.11,521205.11,74457.87,372289.36,conventional,Great_Lakes
2015-09-13,1.66,77528.32,27134.91,27134.91,3876.42,19382.08,organic,Great_Lakes
2015-09-13,1.21,1232609.78,431413.42,431413.42,61630.49,308152.44,conventional,MidSouth
2015-09-13,1.61,56269.21,19694.22,19694.22,2813.46,14067.3,organic,MidSouth
2015-09-13,1.19,2521010.18,882353.56,882353.56,126050.51,630252.55,conventional,SouthCentral
2015-09-13,1.58,140595.42,49208.4,49208.4,7029.77,35148.86,organic,SouthCentral
2015-09-20,1.03,2192682.51,767438.88,767438.88,109634.13,548170.63,conventional,California
2015-09-20,1.68,103686.08,36290.13,36290.13,5184.3,25921.52,organic,California
2015-09-20,1.32,1855964.29,649587.5,649587.5,92798.21,463991.07,conventional,West
2015-09-20,1.81,88883.34,31109.17,31109.17,4444.17,22220.83,organic,West
2015-09-20,1.13,2185832.91,765041.52,765041.52,109291.65,546458.23,conventional,Northeast
2015-09-20,1.75,70380.03,24633.01,24633.01,3519.0,17595.01,organic,Northeast
2015-09-20,1.3,1713403.17,599691.11,599691.11,85670.16,428350.79,conventional,Southeast
2015-09-20,1.56,91107.63,31887.67,31887.67,4555.38,22776.91,organic,Southeast
2015-09-20,1.2,1659512.32,580829.31,580829.31,82975.62,414878.08,conventional,Great_Lakes
2015-09-20,1.57,77760.6,27216.21,27216.21,3888.03,19440.15,organic,Great_Lakes
2015-09-20,1.15,1572276.94,550296.93,550296.93,78613.85,393069.24,conventional,MidSouth
2015-09-20,1.73,57516.78,20130.87,20130.87,2875.84,14379.19,organic,MidSouth
2015-09-20,1.23,1833950.49,641882.67,641882.67,91697.52,458487.62,conventional,SouthCentral
2015-09-20,1.82,81299.34,28454.77,28454.77,4064.97,20324.84,organic,SouthCentral
2015-09-27,1.11,2037752.05,713213.22,713213.22,101887.6,509438.01,conventional,California
2015-09-27,1.46,130434.55,45652.09,45652.09,6521.73,32608.64,organic,California
2015-09-27,1.1,2473290.69,865651.74,865651.74,123664.53,618322.67,conventional,West
2015-09-27,1.64,108376.54,37931.79,37931.79,5418.83,27094.13,organic,West
2015-09-27,1.16,1788605.46,626011.91,626011.91,89430.27,447151.36,conventional,Northeast
